id,nam_sinh,nam_xem,tuoi_mu,pham_tam_tai,chi_tam_tai,pham_kim_lau,ten_kim_lau,pham_hoang_oc,cung_hoang_oc,phep_tinh_kim_lau,nguon,ghi_chu
1942-2049,1942,2049,108,khong,Thân; Dậu; Tuất,khong,,co,Lục Hoang Ốc,"108 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1942-2050,1942,2050,109,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Nhất Cát,"109 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2020,1943,2020,78,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2021,1943,2021,79,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2022,1943,2022,80,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2023,1943,2023,81,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2024,1943,2024,82,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2025,1943,2025,83,co,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2026,1943,2026,84,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2027,1943,2027,85,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2028,1943,2028,86,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2029,1943,2029,87,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2030,1943,2030,88,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2031,1943,2031,89,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2032,1943,2032,90,khong,Tỵ; Ngọ; Mùi,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2033,1943,2033,91,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2034,1943,2034,92,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2035,1943,2035,93,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2036,1943,2036,94,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2037,1943,2037,95,co,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2038,1943,2038,96,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2039,1943,2039,97,co,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"97 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2040,1943,2040,98,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"98 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2041,1943,2041,99,khong,Tỵ; Ngọ; Mùi,khong,,co,Lục Hoang Ốc,"99 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2042,1943,2042,100,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"100 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2043,1943,2043,101,khong,Tỵ; Ngọ; Mùi,khong,,co,Ngũ Thọ Tử,"101 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2044,1943,2044,102,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Thê,co,Lục Hoang Ốc,"102 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2045,1943,2045,103,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhất Cát,"103 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2046,1943,2046,104,khong,Tỵ; Ngọ; Mùi,khong,,khong,Nhì Nghi,"104 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2047,1943,2047,105,khong,Tỵ; Ngọ; Mùi,co,Kim Lâu Tử,co,Tam Địa Sát,"105 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2048,1943,2048,106,khong,Tỵ; Ngọ; Mùi,khong,,khong,Tứ Tấn Tài,"106 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2049,1943,2049,107,co,Tỵ; Ngọ; Mùi,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"107 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1943-2050,1943,2050,108,co,Tỵ; Ngọ; Mùi,khong,,co,Lục Hoang Ốc,"108 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2020,1944,2020,77,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2021,1944,2021,78,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2022,1944,2022,79,co,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2023,1944,2023,80,co,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2024,1944,2024,81,co,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2025,1944,2025,82,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2026,1944,2026,83,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2027,1944,2027,84,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2028,1944,2028,85,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2029,1944,2029,86,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2030,1944,2030,87,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2031,1944,2031,88,khong,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2032,1944,2032,89,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2033,1944,2033,90,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2034,1944,2034,91,co,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2035,1944,2035,92,co,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2036,1944,2036,93,co,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2037,1944,2037,94,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2038,1944,2038,95,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2039,1944,2039,96,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2040,1944,2040,97,khong,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"97 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2041,1944,2041,98,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"98 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2042,1944,2042,99,khong,Dần; Mão; Thìn,khong,,co,Lục Hoang Ốc,"99 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2043,1944,2043,100,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"100 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2044,1944,2044,101,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"101 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2045,1944,2045,102,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"102 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2046,1944,2046,103,co,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"103 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2047,1944,2047,104,co,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"104 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2048,1944,2048,105,co,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"105 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2049,1944,2049,106,khong,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"106 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1944-2050,1944,2050,107,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"107 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2020,1945,2020,76,co,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2021,1945,2021,77,co,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2022,1945,2022,78,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2023,1945,2023,79,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2024,1945,2024,80,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2025,1945,2025,81,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2026,1945,2026,82,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2027,1945,2027,83,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2028,1945,2028,84,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2029,1945,2029,85,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2030,1945,2030,86,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2031,1945,2031,87,co,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2032,1945,2032,88,co,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2033,1945,2033,89,co,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2034,1945,2034,90,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2035,1945,2035,91,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2036,1945,2036,92,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2037,1945,2037,93,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2038,1945,2038,94,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2039,1945,2039,95,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2040,1945,2040,96,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"96 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2041,1945,2041,97,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"97 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1945-2042,1945,2042,98,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"98 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
