id,dan_toc,ten_khac,le_hoi,thoi_gian,dia_ban,y_nghia,noi_cu_tru,nhom_ngon_ngu,tin_nguong,bai_nguon,nguon,ghi_chu
dantoc-166,Thái,,,,,,"Cư trú chủ yếu ở các tỉnh miền núi phía bắc và bắc Trung Bộ, gồm Sơn La, Lai Châu, Nghệ An, Thanh Hoá, Lào Cai, Yên Bái, Hoà Bình, Lâm Đồng và một số địa phương khác; sinh sống tập trung ở các cánh đồng thung lũng ven sông suối",Nhóm ngôn ngữ Tày - Thái thuộc ngữ hệ Thái - Ka Đai,"Thờ cúng tổ tiên, thờ thần đất, thần núi, thần nước và các nghi lễ vòng đời",dan-toc-thai-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-dfb102,"Nhật Nguyệt, rút từ bài dan-toc-thai-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-dfb102","bài không nhắc tên lễ hội nào, dòng này chỉ mang phần chung của dân tộc"
dantoc-167,Thổ,,,,,,"các huyện miền Tây tỉnh Nghệ An, Thanh Hoá","nhóm ngôn ngữ Việt Mường, ngữ hệ Nam Á","thờ rất nhiều loại thần, ma, đặc biệt là các vị thần có liên quan đến việc đánh giặc và khai khẩn đất đai; trong phạm vi gia đình thờ cúng tổ tiên, cúng bà mụ, cúng vía",dan-toc-tho-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-acbdd1,"Nhật Nguyệt, rút từ bài dan-toc-tho-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-acbdd1","bài không nhắc tên lễ hội nào, dòng này chỉ mang phần chung của dân tộc"
dantoc-168,Tà Ôi,,Tết cổ truyền,"sau khi tuốt lúa, trước mùa rẫy mới",,,"dải từ tây Quảng Trị (huyện Hướng Hóa) đến tây Thừa Thiên Huế (huyện A Lưới và Hương Trà), vùng núi Trường Sơn","nhóm ngôn ngữ Môn - Khơ Me, ngữ hệ Nam Á",tin mọi vật đều có siêu linh (vạn vật hữu linh); mỗi dòng họ có bàn thờ ở nhà trưởng họ; nhiều làng thờ chung một vật thiêng,dan-toc-ta-oi-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-28a636,"Nhật Nguyệt, rút từ bài dan-toc-ta-oi-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-28a636",
dantoc-169,Tày,,Hội lồng tồng,,,dịp sinh hoạt văn hóa cộng đồng quan trọng,"vùng thung lũng các tỉnh Đông Bắc, trải từ Quảng Ninh, Bắc Giang, Lạng Sơn, Cao Bằng, Bắc Kạn, Thái Nguyên, Hà Giang, Tuyên Quang đến Lào Cai, Yên Bái","nhóm ngôn ngữ Tày - Thái, ngữ hệ Thái - Ka Đai","chủ yếu thờ cúng tổ tiên; ngoài ra còn thờ cúng thổ công, vua bếp và bà mụ",dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752,"Nhật Nguyệt, rút từ bài dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752",
dantoc-170,Tày,,Tết Nguyên đán,,,mở đầu năm mới,"vùng thung lũng các tỉnh Đông Bắc, trải từ Quảng Ninh, Bắc Giang, Lạng Sơn, Cao Bằng, Bắc Kạn, Thái Nguyên, Hà Giang, Tuyên Quang đến Lào Cai, Yên Bái","nhóm ngôn ngữ Tày - Thái, ngữ hệ Thái - Ka Đai","chủ yếu thờ cúng tổ tiên; ngoài ra còn thờ cúng thổ công, vua bếp và bà mụ",dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752,"Nhật Nguyệt, rút từ bài dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752",
dantoc-171,Tày,,tết cơm mới,trước khi thu hoạch,,,"vùng thung lũng các tỉnh Đông Bắc, trải từ Quảng Ninh, Bắc Giang, Lạng Sơn, Cao Bằng, Bắc Kạn, Thái Nguyên, Hà Giang, Tuyên Quang đến Lào Cai, Yên Bái","nhóm ngôn ngữ Tày - Thái, ngữ hệ Thái - Ka Đai","chủ yếu thờ cúng tổ tiên; ngoài ra còn thờ cúng thổ công, vua bếp và bà mụ",dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752,"Nhật Nguyệt, rút từ bài dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752",
dantoc-172,Tày,,tết gọi hồn trâu bò,"mùng 6 tháng 6 âm lịch, sau vụ cấy",,,"vùng thung lũng các tỉnh Đông Bắc, trải từ Quảng Ninh, Bắc Giang, Lạng Sơn, Cao Bằng, Bắc Kạn, Thái Nguyên, Hà Giang, Tuyên Quang đến Lào Cai, Yên Bái","nhóm ngôn ngữ Tày - Thái, ngữ hệ Thái - Ka Đai","chủ yếu thờ cúng tổ tiên; ngoài ra còn thờ cúng thổ công, vua bếp và bà mụ",dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752,"Nhật Nguyệt, rút từ bài dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752",
dantoc-173,Tày,,tết rằm tháng 7,rằm tháng 7,,cúng các vong hồn,"vùng thung lũng các tỉnh Đông Bắc, trải từ Quảng Ninh, Bắc Giang, Lạng Sơn, Cao Bằng, Bắc Kạn, Thái Nguyên, Hà Giang, Tuyên Quang đến Lào Cai, Yên Bái","nhóm ngôn ngữ Tày - Thái, ngữ hệ Thái - Ka Đai","chủ yếu thờ cúng tổ tiên; ngoài ra còn thờ cúng thổ công, vua bếp và bà mụ",dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752,"Nhật Nguyệt, rút từ bài dan-toc-tay-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-9b9752",
dantoc-174,Xinh Mun,,lễ cúng bản,hằng năm,,Cầu cho bản làng được yên ổn và mùa màng thuận lợi,Sơn La và Lai Châu,"Môn - Khơ Me, ngữ hệ Nam Á",Thờ cúng tổ tiên hai đời (bố mẹ và ông bà); lễ cúng bản hằng năm rất được coi trọng,dan-toc-xinh-mun-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-d47970,"Nhật Nguyệt, rút từ bài dan-toc-xinh-mun-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-d47970",
dantoc-175,Xtiêng,,Lễ hội đâm trâu,,,"Tổ chức để mừng được mùa lớn, mừng chiến thắng kẻ thù, mừng làm ăn phát đạt hoặc mừng con cái lớn khôn.","Bình Phước, cùng một số cư dân ở Tây Ninh và Đồng Nai","Môn - Khơ Me, ngữ hệ Nam Á","Thờ cúng thần linh, trong đó thần lúa giữ vị trí quan trọng; vật hiến tế là rượu, gà, lợn, trâu, bò.",dan-toc-xtieng-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-68b5f5,"Nhật Nguyệt, rút từ bài dan-toc-xtieng-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-68b5f5",
dantoc-176,Xtiêng,,lễ cúng rơm,"sau khi tuốt lúa rẫy xong, trước khi đốt rẫy vụ sau",,Tạ ơn thần lúa sau một mùa.,"Bình Phước, cùng một số cư dân ở Tây Ninh và Đồng Nai","Môn - Khơ Me, ngữ hệ Nam Á","Thờ cúng thần linh, trong đó thần lúa giữ vị trí quan trọng; vật hiến tế là rượu, gà, lợn, trâu, bò.",dan-toc-xtieng-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-68b5f5,"Nhật Nguyệt, rút từ bài dan-toc-xtieng-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-68b5f5",
dantoc-177,Xơ Đăng,,lễ cúng mở đầu năm làm ăn mới,,,"cầu mùa, cầu an, tránh rủi ro cho cộng đồng và cá nhân","tỉnh Kon Tum, hai huyện Trà My và Phước Sơn của Quảng Nam, huyện Tây Sơn của Quảng Ngãi, tập trung đông nhất ở vùng quần sơn Ngọc Linh",nhóm ngôn ngữ Môn - Khơ Me trong ngữ hệ Nam Á,"tin vào sức mạnh siêu nhiên, thờ các thần như thần sấm sét, thần mặt trời, thần núi, thần lúa, thần nước",dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4,"Nhật Nguyệt, rút từ bài dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4",
dantoc-178,Xơ Đăng,,lễ cúng thần nước,vào dịp sửa máng nước hàng năm,,"cầu mùa, cầu an, tránh rủi ro cho cộng đồng và cá nhân","tỉnh Kon Tum, hai huyện Trà My và Phước Sơn của Quảng Nam, huyện Tây Sơn của Quảng Ngãi, tập trung đông nhất ở vùng quần sơn Ngọc Linh",nhóm ngôn ngữ Môn - Khơ Me trong ngữ hệ Nam Á,"tin vào sức mạnh siêu nhiên, thờ các thần như thần sấm sét, thần mặt trời, thần núi, thần lúa, thần nước",dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4,"Nhật Nguyệt, rút từ bài dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4",
dantoc-179,Xơ Đăng,,lễ trước ngày trỉa,,,"cầu mùa, cầu an, tránh rủi ro cho cộng đồng và cá nhân","tỉnh Kon Tum, hai huyện Trà My và Phước Sơn của Quảng Nam, huyện Tây Sơn của Quảng Ngãi, tập trung đông nhất ở vùng quần sơn Ngọc Linh",nhóm ngôn ngữ Môn - Khơ Me trong ngữ hệ Nam Á,"tin vào sức mạnh siêu nhiên, thờ các thần như thần sấm sét, thần mặt trời, thần núi, thần lúa, thần nước",dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4,"Nhật Nguyệt, rút từ bài dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4",
dantoc-180,Xơ Đăng,,lễ đâm trâu,,,"cầu mùa, cầu an, tránh rủi ro cho cộng đồng và cá nhân","tỉnh Kon Tum, hai huyện Trà My và Phước Sơn của Quảng Nam, huyện Tây Sơn của Quảng Ngãi, tập trung đông nhất ở vùng quần sơn Ngọc Linh",nhóm ngôn ngữ Môn - Khơ Me trong ngữ hệ Nam Á,"tin vào sức mạnh siêu nhiên, thờ các thần như thần sấm sét, thần mặt trời, thần núi, thần lúa, thần nước",dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4,"Nhật Nguyệt, rút từ bài dan-toc-xo-dang-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-bc02a4",
dantoc-181,Ê Đê,,Tết,tháng chạp (tháng 12 lịch âm) khi mùa màng đã thu hoạch xong,,ăn mừng vụ mùa bội thu,"tỉnh Đắk Lắk, phía nam tỉnh Gia Lai và miền tây Phú Yên, Khánh Hòa",nhóm ngôn ngữ Malayô-Pôlinêxia trong ngữ hệ Nam Đảo,"quan niệm vạn vật hữu linh, thờ đấng sáng tạo Aê Điê và Aê Đu, thần đất (yang lăn), thần lúa (yang mđiê) và các thần linh khác",dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211,"Nhật Nguyệt, rút từ bài dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211",
dantoc-182,Ê Đê,,Tết (mnăm thun),,,ăn mừng vụ mùa bội thu,"tỉnh Đắk Lắk, phía nam tỉnh Gia Lai và miền tây Phú Yên, Khánh Hòa",nhóm ngôn ngữ Malayô-Pôlinêxia trong ngữ hệ Nam Đảo,"quan niệm vạn vật hữu linh, thờ đấng sáng tạo Aê Điê và Aê Đu, thần đất (yang lăn), thần lúa (yang mđiê) và các thần linh khác",dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211,"Nhật Nguyệt, rút từ bài dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211",
dantoc-183,Ê Đê,,lễ bỏ mả,,,kết thúc việc săn sóc vong linh và phần mộ,"tỉnh Đắk Lắk, phía nam tỉnh Gia Lai và miền tây Phú Yên, Khánh Hòa",nhóm ngôn ngữ Malayô-Pôlinêxia trong ngữ hệ Nam Đảo,"quan niệm vạn vật hữu linh, thờ đấng sáng tạo Aê Điê và Aê Đu, thần đất (yang lăn), thần lúa (yang mđiê) và các thần linh khác",dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211,"Nhật Nguyệt, rút từ bài dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211",
dantoc-184,Ê Đê,,tế ăn mừng cơm mới (hmạ ngắt),,,,"tỉnh Đắk Lắk, phía nam tỉnh Gia Lai và miền tây Phú Yên, Khánh Hòa",nhóm ngôn ngữ Malayô-Pôlinêxia trong ngữ hệ Nam Đảo,"quan niệm vạn vật hữu linh, thờ đấng sáng tạo Aê Điê và Aê Đu, thần đất (yang lăn), thần lúa (yang mđiê) và các thần linh khác",dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211,"Nhật Nguyệt, rút từ bài dan-toc-e-de-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-2c7211",
dantoc-185,Ơ Đu,,lễ đón tiếng sấm trong năm,,"bản Xốp Pột, xã Kim Đa, huyện Tương Dương, tỉnh Nghệ An","mở hội tế trời, mổ trâu, bò, lợn ăn mừng","bản Xốp Pột và Kim Hoà, xã Kim Đa, huyện Tương Dương, tỉnh Nghệ An","Môn - Khơ Me, ngữ hệ Nam Á","thờ ma nhà, hồn gốc ở chỏm tóc ở lại làm ma nhà, thờ trong một đời rồi làm lễ tiễn về với tổ tiên",dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523,"Nhật Nguyệt, rút từ bài dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523",
dantoc-186,Ơ Đu,,tết Nguyên đán,,,,"bản Xốp Pột và Kim Hoà, xã Kim Đa, huyện Tương Dương, tỉnh Nghệ An","Môn - Khơ Me, ngữ hệ Nam Á","thờ ma nhà, hồn gốc ở chỏm tóc ở lại làm ma nhà, thờ trong một đời rồi làm lễ tiễn về với tổ tiên",dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523,"Nhật Nguyệt, rút từ bài dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523",
dantoc-187,Ơ Đu,,tết cơm mới,,,,"bản Xốp Pột và Kim Hoà, xã Kim Đa, huyện Tương Dương, tỉnh Nghệ An","Môn - Khơ Me, ngữ hệ Nam Á","thờ ma nhà, hồn gốc ở chỏm tóc ở lại làm ma nhà, thờ trong một đời rồi làm lễ tiễn về với tổ tiên",dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523,"Nhật Nguyệt, rút từ bài dan-toc-o-du-noi-cu-tru-tieng-noi-tap-tuc-tho-cung-le-hoi-97e523",
