id,ngay_duong,ngay_am,thang_am,nam_am,thang_nhuan,can_chi_ngay,can_chi_nam,tiet_khi,truc,ngay_hoang_dao,nhi_thap_bat_tu,nguon,ghi_chu
1900-07-22,1900-07-22,26,6,1900,khong,Bính Thân,Canh Tý,Tiểu Thử,Trừ,co,Hư,tinh-toan,
1900-07-23,1900-07-23,27,6,1900,khong,Đinh Dậu,Canh Tý,Tiểu Thử,Mãn,khong,Nguy,tinh-toan,
1900-07-24,1900-07-24,28,6,1900,khong,Mậu Tuất,Canh Tý,Đại Thử,Bình,co,Thất,tinh-toan,
1900-07-25,1900-07-25,29,6,1900,khong,Kỷ Hợi,Canh Tý,Đại Thử,Định,co,Bích,tinh-toan,
1900-07-26,1900-07-26,1,7,1900,khong,Canh Tý,Canh Tý,Đại Thử,Chấp,khong,Khuê,tinh-toan,
1900-07-27,1900-07-27,2,7,1900,khong,Tân Sửu,Canh Tý,Đại Thử,Phá,khong,Lâu,tinh-toan,
1900-07-28,1900-07-28,3,7,1900,khong,Nhâm Dần,Canh Tý,Đại Thử,Nguy,co,Vị,tinh-toan,
1900-07-29,1900-07-29,4,7,1900,khong,Quý Mão,Canh Tý,Đại Thử,Thành,co,Mão,tinh-toan,
1900-07-30,1900-07-30,5,7,1900,khong,Giáp Thìn,Canh Tý,Đại Thử,Thu,khong,Tất,tinh-toan,
1900-07-31,1900-07-31,6,7,1900,khong,Ất Tỵ,Canh Tý,Đại Thử,Khai,co,Chủy,tinh-toan,
1900-08-01,1900-08-01,7,7,1900,khong,Bính Ngọ,Canh Tý,Đại Thử,Bế,khong,Sâm,tinh-toan,
1900-08-02,1900-08-02,8,7,1900,khong,Đinh Mùi,Canh Tý,Đại Thử,Kiến,khong,Tỉnh,tinh-toan,
1900-08-03,1900-08-03,9,7,1900,khong,Mậu Thân,Canh Tý,Đại Thử,Trừ,co,Quỷ,tinh-toan,
1900-08-04,1900-08-04,10,7,1900,khong,Kỷ Dậu,Canh Tý,Đại Thử,Mãn,khong,Liễu,tinh-toan,
1900-08-05,1900-08-05,11,7,1900,khong,Canh Tuất,Canh Tý,Đại Thử,Bình,co,Tinh,tinh-toan,
1900-08-06,1900-08-06,12,7,1900,khong,Tân Hợi,Canh Tý,Đại Thử,Định,co,Trương,tinh-toan,
1900-08-07,1900-08-07,13,7,1900,khong,Nhâm Tý,Canh Tý,Đại Thử,Chấp,khong,Dực,tinh-toan,
1900-08-08,1900-08-08,14,7,1900,khong,Quý Sửu,Canh Tý,Lập Thu,Chấp,co,Chẩn,tinh-toan,
1900-08-09,1900-08-09,15,7,1900,khong,Giáp Dần,Canh Tý,Lập Thu,Phá,khong,Giác,tinh-toan,
1900-08-10,1900-08-10,16,7,1900,khong,Ất Mão,Canh Tý,Lập Thu,Nguy,khong,Cang,tinh-toan,
1900-08-11,1900-08-11,17,7,1900,khong,Bính Thìn,Canh Tý,Lập Thu,Thành,co,Đê,tinh-toan,
1900-08-12,1900-08-12,18,7,1900,khong,Đinh Tỵ,Canh Tý,Lập Thu,Thu,co,Phòng,tinh-toan,
1900-08-13,1900-08-13,19,7,1900,khong,Mậu Ngọ,Canh Tý,Lập Thu,Khai,khong,Tâm,tinh-toan,
1900-08-14,1900-08-14,20,7,1900,khong,Kỷ Mùi,Canh Tý,Lập Thu,Bế,co,Vĩ,tinh-toan,
1900-08-15,1900-08-15,21,7,1900,khong,Canh Thân,Canh Tý,Lập Thu,Kiến,khong,Cơ,tinh-toan,
1900-08-16,1900-08-16,22,7,1900,khong,Tân Dậu,Canh Tý,Lập Thu,Trừ,khong,Đẩu,tinh-toan,
1900-08-17,1900-08-17,23,7,1900,khong,Nhâm Tuất,Canh Tý,Lập Thu,Mãn,co,Ngưu,tinh-toan,
1900-08-18,1900-08-18,24,7,1900,khong,Quý Hợi,Canh Tý,Lập Thu,Bình,khong,Nữ,tinh-toan,
1900-08-19,1900-08-19,25,7,1900,khong,Giáp Tý,Canh Tý,Lập Thu,Định,co,Hư,tinh-toan,
1900-08-20,1900-08-20,26,7,1900,khong,Ất Sửu,Canh Tý,Lập Thu,Chấp,co,Nguy,tinh-toan,
1900-08-21,1900-08-21,27,7,1900,khong,Bính Dần,Canh Tý,Lập Thu,Phá,khong,Thất,tinh-toan,
1900-08-22,1900-08-22,28,7,1900,khong,Đinh Mão,Canh Tý,Lập Thu,Nguy,khong,Bích,tinh-toan,
1900-08-23,1900-08-23,29,7,1900,khong,Mậu Thìn,Canh Tý,Lập Thu,Thành,co,Khuê,tinh-toan,
1900-08-24,1900-08-24,30,7,1900,khong,Kỷ Tỵ,Canh Tý,Xử Thử,Thu,co,Lâu,tinh-toan,
1900-08-25,1900-08-25,1,8,1900,khong,Canh Ngọ,Canh Tý,Xử Thử,Khai,khong,Vị,tinh-toan,
1900-08-26,1900-08-26,2,8,1900,khong,Tân Mùi,Canh Tý,Xử Thử,Bế,co,Mão,tinh-toan,
1900-08-27,1900-08-27,3,8,1900,khong,Nhâm Thân,Canh Tý,Xử Thử,Kiến,khong,Tất,tinh-toan,
1900-08-28,1900-08-28,4,8,1900,khong,Quý Dậu,Canh Tý,Xử Thử,Trừ,khong,Chủy,tinh-toan,
1900-08-29,1900-08-29,5,8,1900,khong,Giáp Tuất,Canh Tý,Xử Thử,Mãn,co,Sâm,tinh-toan,
1900-08-30,1900-08-30,6,8,1900,khong,Ất Hợi,Canh Tý,Xử Thử,Bình,khong,Tỉnh,tinh-toan,
1900-08-31,1900-08-31,7,8,1900,khong,Bính Tý,Canh Tý,Xử Thử,Định,co,Quỷ,tinh-toan,
1900-09-01,1900-09-01,8,8,1900,khong,Đinh Sửu,Canh Tý,Xử Thử,Chấp,co,Liễu,tinh-toan,
1900-09-02,1900-09-02,9,8,1900,khong,Mậu Dần,Canh Tý,Xử Thử,Phá,khong,Tinh,tinh-toan,
1900-09-03,1900-09-03,10,8,1900,khong,Kỷ Mão,Canh Tý,Xử Thử,Nguy,khong,Trương,tinh-toan,
1900-09-04,1900-09-04,11,8,1900,khong,Canh Thìn,Canh Tý,Xử Thử,Thành,co,Dực,tinh-toan,
1900-09-05,1900-09-05,12,8,1900,khong,Tân Tỵ,Canh Tý,Xử Thử,Thu,co,Chẩn,tinh-toan,
1900-09-06,1900-09-06,13,8,1900,khong,Nhâm Ngọ,Canh Tý,Xử Thử,Khai,khong,Giác,tinh-toan,
1900-09-07,1900-09-07,14,8,1900,khong,Quý Mùi,Canh Tý,Xử Thử,Bế,co,Cang,tinh-toan,
1900-09-08,1900-09-08,15,8,1900,khong,Giáp Thân,Canh Tý,Bạch Lộ,Bế,khong,Đê,tinh-toan,
1900-09-09,1900-09-09,16,8,1900,khong,Ất Dậu,Canh Tý,Bạch Lộ,Kiến,co,Phòng,tinh-toan,
1900-09-10,1900-09-10,17,8,1900,khong,Bính Tuất,Canh Tý,Bạch Lộ,Trừ,khong,Tâm,tinh-toan,
1900-09-11,1900-09-11,18,8,1900,khong,Đinh Hợi,Canh Tý,Bạch Lộ,Mãn,khong,Vĩ,tinh-toan,
1900-09-12,1900-09-12,19,8,1900,khong,Mậu Tý,Canh Tý,Bạch Lộ,Bình,co,Cơ,tinh-toan,
1900-09-13,1900-09-13,20,8,1900,khong,Kỷ Sửu,Canh Tý,Bạch Lộ,Định,khong,Đẩu,tinh-toan,
1900-09-14,1900-09-14,21,8,1900,khong,Canh Dần,Canh Tý,Bạch Lộ,Chấp,co,Ngưu,tinh-toan,
1900-09-15,1900-09-15,22,8,1900,khong,Tân Mão,Canh Tý,Bạch Lộ,Phá,co,Nữ,tinh-toan,
1900-09-16,1900-09-16,23,8,1900,khong,Nhâm Thìn,Canh Tý,Bạch Lộ,Nguy,khong,Hư,tinh-toan,
1900-09-17,1900-09-17,24,8,1900,khong,Quý Tỵ,Canh Tý,Bạch Lộ,Thành,khong,Nguy,tinh-toan,
1900-09-18,1900-09-18,25,8,1900,khong,Giáp Ngọ,Canh Tý,Bạch Lộ,Thu,co,Thất,tinh-toan,
1900-09-19,1900-09-19,26,8,1900,khong,Ất Mùi,Canh Tý,Bạch Lộ,Khai,co,Bích,tinh-toan,
1900-09-20,1900-09-20,27,8,1900,khong,Bính Thân,Canh Tý,Bạch Lộ,Bế,khong,Khuê,tinh-toan,
1900-09-21,1900-09-21,28,8,1900,khong,Đinh Dậu,Canh Tý,Bạch Lộ,Kiến,co,Lâu,tinh-toan,
1900-09-22,1900-09-22,29,8,1900,khong,Mậu Tuất,Canh Tý,Bạch Lộ,Trừ,khong,Vị,tinh-toan,
1900-09-23,1900-09-23,30,8,1900,khong,Kỷ Hợi,Canh Tý,Bạch Lộ,Mãn,khong,Mão,tinh-toan,
1900-09-24,1900-09-24,1,8,1900,co,Canh Tý,Canh Tý,Thu Phân,Bình,co,Tất,tinh-toan,
1900-09-25,1900-09-25,2,8,1900,co,Tân Sửu,Canh Tý,Thu Phân,Định,khong,Chủy,tinh-toan,
1900-09-26,1900-09-26,3,8,1900,co,Nhâm Dần,Canh Tý,Thu Phân,Chấp,co,Sâm,tinh-toan,
1900-09-27,1900-09-27,4,8,1900,co,Quý Mão,Canh Tý,Thu Phân,Phá,co,Tỉnh,tinh-toan,
1900-09-28,1900-09-28,5,8,1900,co,Giáp Thìn,Canh Tý,Thu Phân,Nguy,khong,Quỷ,tinh-toan,
1900-09-29,1900-09-29,6,8,1900,co,Ất Tỵ,Canh Tý,Thu Phân,Thành,khong,Liễu,tinh-toan,
1900-09-30,1900-09-30,7,8,1900,co,Bính Ngọ,Canh Tý,Thu Phân,Thu,co,Tinh,tinh-toan,
1900-10-01,1900-10-01,8,8,1900,co,Đinh Mùi,Canh Tý,Thu Phân,Khai,co,Trương,tinh-toan,
1900-10-02,1900-10-02,9,8,1900,co,Mậu Thân,Canh Tý,Thu Phân,Bế,khong,Dực,tinh-toan,
1900-10-03,1900-10-03,10,8,1900,co,Kỷ Dậu,Canh Tý,Thu Phân,Kiến,co,Chẩn,tinh-toan,
1900-10-04,1900-10-04,11,8,1900,co,Canh Tuất,Canh Tý,Thu Phân,Trừ,khong,Giác,tinh-toan,
1900-10-05,1900-10-05,12,8,1900,co,Tân Hợi,Canh Tý,Thu Phân,Mãn,khong,Cang,tinh-toan,
1900-10-06,1900-10-06,13,8,1900,co,Nhâm Tý,Canh Tý,Thu Phân,Bình,co,Đê,tinh-toan,
1900-10-07,1900-10-07,14,8,1900,co,Quý Sửu,Canh Tý,Thu Phân,Định,khong,Phòng,tinh-toan,
1900-10-08,1900-10-08,15,8,1900,co,Giáp Dần,Canh Tý,Thu Phân,Chấp,co,Tâm,tinh-toan,
1900-10-09,1900-10-09,16,8,1900,co,Ất Mão,Canh Tý,Hàn Lộ,Chấp,khong,Vĩ,tinh-toan,
1900-10-10,1900-10-10,17,8,1900,co,Bính Thìn,Canh Tý,Hàn Lộ,Phá,co,Cơ,tinh-toan,
1900-10-11,1900-10-11,18,8,1900,co,Đinh Tỵ,Canh Tý,Hàn Lộ,Nguy,co,Đẩu,tinh-toan,
1900-10-12,1900-10-12,19,8,1900,co,Mậu Ngọ,Canh Tý,Hàn Lộ,Thành,khong,Ngưu,tinh-toan,
1900-10-13,1900-10-13,20,8,1900,co,Kỷ Mùi,Canh Tý,Hàn Lộ,Thu,khong,Nữ,tinh-toan,
1900-10-14,1900-10-14,21,8,1900,co,Canh Thân,Canh Tý,Hàn Lộ,Khai,co,Hư,tinh-toan,
1900-10-15,1900-10-15,22,8,1900,co,Tân Dậu,Canh Tý,Hàn Lộ,Bế,co,Nguy,tinh-toan,
1900-10-16,1900-10-16,23,8,1900,co,Nhâm Tuất,Canh Tý,Hàn Lộ,Kiến,khong,Thất,tinh-toan,
1900-10-17,1900-10-17,24,8,1900,co,Quý Hợi,Canh Tý,Hàn Lộ,Trừ,co,Bích,tinh-toan,
1900-10-18,1900-10-18,25,8,1900,co,Giáp Tý,Canh Tý,Hàn Lộ,Mãn,khong,Khuê,tinh-toan,
1900-10-19,1900-10-19,26,8,1900,co,Ất Sửu,Canh Tý,Hàn Lộ,Bình,khong,Lâu,tinh-toan,
1900-10-20,1900-10-20,27,8,1900,co,Bính Dần,Canh Tý,Hàn Lộ,Định,co,Vị,tinh-toan,
1900-10-21,1900-10-21,28,8,1900,co,Đinh Mão,Canh Tý,Hàn Lộ,Chấp,khong,Mão,tinh-toan,
1900-10-22,1900-10-22,29,8,1900,co,Mậu Thìn,Canh Tý,Hàn Lộ,Phá,co,Tất,tinh-toan,
1900-10-23,1900-10-23,1,9,1900,khong,Kỷ Tỵ,Canh Tý,Hàn Lộ,Nguy,co,Chủy,tinh-toan,
1900-10-24,1900-10-24,2,9,1900,khong,Canh Ngọ,Canh Tý,Sương Giáng,Thành,khong,Sâm,tinh-toan,
1900-10-25,1900-10-25,3,9,1900,khong,Tân Mùi,Canh Tý,Sương Giáng,Thu,khong,Tỉnh,tinh-toan,
1900-10-26,1900-10-26,4,9,1900,khong,Nhâm Thân,Canh Tý,Sương Giáng,Khai,co,Quỷ,tinh-toan,
1900-10-27,1900-10-27,5,9,1900,khong,Quý Dậu,Canh Tý,Sương Giáng,Bế,co,Liễu,tinh-toan,
1900-10-28,1900-10-28,6,9,1900,khong,Giáp Tuất,Canh Tý,Sương Giáng,Kiến,khong,Tinh,tinh-toan,
1900-10-29,1900-10-29,7,9,1900,khong,Ất Hợi,Canh Tý,Sương Giáng,Trừ,co,Trương,tinh-toan,
1900-10-30,1900-10-30,8,9,1900,khong,Bính Tý,Canh Tý,Sương Giáng,Mãn,khong,Dực,tinh-toan,
1900-10-31,1900-10-31,9,9,1900,khong,Đinh Sửu,Canh Tý,Sương Giáng,Bình,khong,Chẩn,tinh-toan,
1900-11-01,1900-11-01,10,9,1900,khong,Mậu Dần,Canh Tý,Sương Giáng,Định,co,Giác,tinh-toan,
1900-11-02,1900-11-02,11,9,1900,khong,Kỷ Mão,Canh Tý,Sương Giáng,Chấp,khong,Cang,tinh-toan,
1900-11-03,1900-11-03,12,9,1900,khong,Canh Thìn,Canh Tý,Sương Giáng,Phá,co,Đê,tinh-toan,
1900-11-04,1900-11-04,13,9,1900,khong,Tân Tỵ,Canh Tý,Sương Giáng,Nguy,co,Phòng,tinh-toan,
1900-11-05,1900-11-05,14,9,1900,khong,Nhâm Ngọ,Canh Tý,Sương Giáng,Thành,khong,Tâm,tinh-toan,
1900-11-06,1900-11-06,15,9,1900,khong,Quý Mùi,Canh Tý,Sương Giáng,Thu,khong,Vĩ,tinh-toan,
1900-11-07,1900-11-07,16,9,1900,khong,Giáp Thân,Canh Tý,Sương Giáng,Khai,co,Cơ,tinh-toan,
1900-11-08,1900-11-08,17,9,1900,khong,Ất Dậu,Canh Tý,Lập Đông,Khai,khong,Đẩu,tinh-toan,
1900-11-09,1900-11-09,18,9,1900,khong,Bính Tuất,Canh Tý,Lập Đông,Bế,co,Ngưu,tinh-toan,
1900-11-10,1900-11-10,19,9,1900,khong,Đinh Hợi,Canh Tý,Lập Đông,Kiến,co,Nữ,tinh-toan,
1900-11-11,1900-11-11,20,9,1900,khong,Mậu Tý,Canh Tý,Lập Đông,Trừ,khong,Hư,tinh-toan,
1900-11-12,1900-11-12,21,9,1900,khong,Kỷ Sửu,Canh Tý,Lập Đông,Mãn,co,Nguy,tinh-toan,
1900-11-13,1900-11-13,22,9,1900,khong,Canh Dần,Canh Tý,Lập Đông,Bình,khong,Thất,tinh-toan,
1900-11-14,1900-11-14,23,9,1900,khong,Tân Mão,Canh Tý,Lập Đông,Định,khong,Bích,tinh-toan,
1900-11-15,1900-11-15,24,9,1900,khong,Nhâm Thìn,Canh Tý,Lập Đông,Chấp,co,Khuê,tinh-toan,
1900-11-16,1900-11-16,25,9,1900,khong,Quý Tỵ,Canh Tý,Lập Đông,Phá,khong,Lâu,tinh-toan,
1900-11-17,1900-11-17,26,9,1900,khong,Giáp Ngọ,Canh Tý,Lập Đông,Nguy,co,Vị,tinh-toan,
1900-11-18,1900-11-18,27,9,1900,khong,Ất Mùi,Canh Tý,Lập Đông,Thành,co,Mão,tinh-toan,
1900-11-19,1900-11-19,28,9,1900,khong,Bính Thân,Canh Tý,Lập Đông,Thu,khong,Tất,tinh-toan,
1900-11-20,1900-11-20,29,9,1900,khong,Đinh Dậu,Canh Tý,Lập Đông,Khai,khong,Chủy,tinh-toan,
1900-11-21,1900-11-21,30,9,1900,khong,Mậu Tuất,Canh Tý,Lập Đông,Bế,co,Sâm,tinh-toan,
1900-11-22,1900-11-22,1,10,1900,khong,Kỷ Hợi,Canh Tý,Lập Đông,Kiến,co,Tỉnh,tinh-toan,
1900-11-23,1900-11-23,2,10,1900,khong,Canh Tý,Canh Tý,Tiểu Tuyết,Trừ,khong,Quỷ,tinh-toan,
1900-11-24,1900-11-24,3,10,1900,khong,Tân Sửu,Canh Tý,Tiểu Tuyết,Mãn,co,Liễu,tinh-toan,
1900-11-25,1900-11-25,4,10,1900,khong,Nhâm Dần,Canh Tý,Tiểu Tuyết,Bình,khong,Tinh,tinh-toan,
1900-11-26,1900-11-26,5,10,1900,khong,Quý Mão,Canh Tý,Tiểu Tuyết,Định,khong,Trương,tinh-toan,
1900-11-27,1900-11-27,6,10,1900,khong,Giáp Thìn,Canh Tý,Tiểu Tuyết,Chấp,co,Dực,tinh-toan,
1900-11-28,1900-11-28,7,10,1900,khong,Ất Tỵ,Canh Tý,Tiểu Tuyết,Phá,khong,Chẩn,tinh-toan,
1900-11-29,1900-11-29,8,10,1900,khong,Bính Ngọ,Canh Tý,Tiểu Tuyết,Nguy,co,Giác,tinh-toan,
1900-11-30,1900-11-30,9,10,1900,khong,Đinh Mùi,Canh Tý,Tiểu Tuyết,Thành,co,Cang,tinh-toan,
1900-12-01,1900-12-01,10,10,1900,khong,Mậu Thân,Canh Tý,Tiểu Tuyết,Thu,khong,Đê,tinh-toan,
1900-12-02,1900-12-02,11,10,1900,khong,Kỷ Dậu,Canh Tý,Tiểu Tuyết,Khai,khong,Phòng,tinh-toan,
1900-12-03,1900-12-03,12,10,1900,khong,Canh Tuất,Canh Tý,Tiểu Tuyết,Bế,co,Tâm,tinh-toan,
1900-12-04,1900-12-04,13,10,1900,khong,Tân Hợi,Canh Tý,Tiểu Tuyết,Kiến,co,Vĩ,tinh-toan,
1900-12-05,1900-12-05,14,10,1900,khong,Nhâm Tý,Canh Tý,Tiểu Tuyết,Trừ,khong,Cơ,tinh-toan,
1900-12-06,1900-12-06,15,10,1900,khong,Quý Sửu,Canh Tý,Tiểu Tuyết,Mãn,co,Đẩu,tinh-toan,
1900-12-07,1900-12-07,16,10,1900,khong,Giáp Dần,Canh Tý,Tiểu Tuyết,Bình,khong,Ngưu,tinh-toan,
1900-12-08,1900-12-08,17,10,1900,khong,Ất Mão,Canh Tý,Đại Tuyết,Bình,co,Nữ,tinh-toan,
1900-12-09,1900-12-09,18,10,1900,khong,Bính Thìn,Canh Tý,Đại Tuyết,Định,khong,Hư,tinh-toan,
1900-12-10,1900-12-10,19,10,1900,khong,Đinh Tỵ,Canh Tý,Đại Tuyết,Chấp,khong,Nguy,tinh-toan,
1900-12-11,1900-12-11,20,10,1900,khong,Mậu Ngọ,Canh Tý,Đại Tuyết,Phá,co,Thất,tinh-toan,
1900-12-12,1900-12-12,21,10,1900,khong,Kỷ Mùi,Canh Tý,Đại Tuyết,Nguy,khong,Bích,tinh-toan,
1900-12-13,1900-12-13,22,10,1900,khong,Canh Thân,Canh Tý,Đại Tuyết,Thành,co,Khuê,tinh-toan,
1900-12-14,1900-12-14,23,10,1900,khong,Tân Dậu,Canh Tý,Đại Tuyết,Thu,co,Lâu,tinh-toan,
1900-12-15,1900-12-15,24,10,1900,khong,Nhâm Tuất,Canh Tý,Đại Tuyết,Khai,khong,Vị,tinh-toan,
1900-12-16,1900-12-16,25,10,1900,khong,Quý Hợi,Canh Tý,Đại Tuyết,Bế,khong,Mão,tinh-toan,
1900-12-17,1900-12-17,26,10,1900,khong,Giáp Tý,Canh Tý,Đại Tuyết,Kiến,co,Tất,tinh-toan,
1900-12-18,1900-12-18,27,10,1900,khong,Ất Sửu,Canh Tý,Đại Tuyết,Trừ,co,Chủy,tinh-toan,
1900-12-19,1900-12-19,28,10,1900,khong,Bính Dần,Canh Tý,Đại Tuyết,Mãn,khong,Sâm,tinh-toan,
1900-12-20,1900-12-20,29,10,1900,khong,Đinh Mão,Canh Tý,Đại Tuyết,Bình,co,Tỉnh,tinh-toan,
1900-12-21,1900-12-21,30,10,1900,khong,Mậu Thìn,Canh Tý,Đại Tuyết,Định,khong,Quỷ,tinh-toan,
1900-12-22,1900-12-22,1,11,1900,khong,Kỷ Tỵ,Canh Tý,Đại Tuyết,Chấp,khong,Liễu,tinh-toan,
1900-12-23,1900-12-23,2,11,1900,khong,Canh Ngọ,Canh Tý,Đông Chí,Phá,co,Tinh,tinh-toan,
1900-12-24,1900-12-24,3,11,1900,khong,Tân Mùi,Canh Tý,Đông Chí,Nguy,khong,Trương,tinh-toan,
1900-12-25,1900-12-25,4,11,1900,khong,Nhâm Thân,Canh Tý,Đông Chí,Thành,co,Dực,tinh-toan,
1900-12-26,1900-12-26,5,11,1900,khong,Quý Dậu,Canh Tý,Đông Chí,Thu,co,Chẩn,tinh-toan,
1900-12-27,1900-12-27,6,11,1900,khong,Giáp Tuất,Canh Tý,Đông Chí,Khai,khong,Giác,tinh-toan,
1900-12-28,1900-12-28,7,11,1900,khong,Ất Hợi,Canh Tý,Đông Chí,Bế,khong,Cang,tinh-toan,
1900-12-29,1900-12-29,8,11,1900,khong,Bính Tý,Canh Tý,Đông Chí,Kiến,co,Đê,tinh-toan,
1900-12-30,1900-12-30,9,11,1900,khong,Đinh Sửu,Canh Tý,Đông Chí,Trừ,co,Phòng,tinh-toan,
1900-12-31,1900-12-31,10,11,1900,khong,Mậu Dần,Canh Tý,Đông Chí,Mãn,khong,Tâm,tinh-toan,
1901-01-01,1901-01-01,11,11,1900,khong,Kỷ Mão,Canh Tý,Đông Chí,Bình,co,Vĩ,tinh-toan,
1901-01-02,1901-01-02,12,11,1900,khong,Canh Thìn,Canh Tý,Đông Chí,Định,khong,Cơ,tinh-toan,
1901-01-03,1901-01-03,13,11,1900,khong,Tân Tỵ,Canh Tý,Đông Chí,Chấp,khong,Đẩu,tinh-toan,
1901-01-04,1901-01-04,14,11,1900,khong,Nhâm Ngọ,Canh Tý,Đông Chí,Phá,co,Ngưu,tinh-toan,
1901-01-05,1901-01-05,15,11,1900,khong,Quý Mùi,Canh Tý,Đông Chí,Nguy,khong,Nữ,tinh-toan,
1901-01-06,1901-01-06,16,11,1900,khong,Giáp Thân,Canh Tý,Tiểu Hàn,Nguy,co,Hư,tinh-toan,
1901-01-07,1901-01-07,17,11,1900,khong,Ất Dậu,Canh Tý,Tiểu Hàn,Thành,khong,Nguy,tinh-toan,
1901-01-08,1901-01-08,18,11,1900,khong,Bính Tuất,Canh Tý,Tiểu Hàn,Thu,co,Thất,tinh-toan,
1901-01-09,1901-01-09,19,11,1900,khong,Đinh Hợi,Canh Tý,Tiểu Hàn,Khai,co,Bích,tinh-toan,
1901-01-10,1901-01-10,20,11,1900,khong,Mậu Tý,Canh Tý,Tiểu Hàn,Bế,khong,Khuê,tinh-toan,
1901-01-11,1901-01-11,21,11,1900,khong,Kỷ Sửu,Canh Tý,Tiểu Hàn,Kiến,khong,Lâu,tinh-toan,
1901-01-12,1901-01-12,22,11,1900,khong,Canh Dần,Canh Tý,Tiểu Hàn,Trừ,co,Vị,tinh-toan,
1901-01-13,1901-01-13,23,11,1900,khong,Tân Mão,Canh Tý,Tiểu Hàn,Mãn,co,Mão,tinh-toan,
1901-01-14,1901-01-14,24,11,1900,khong,Nhâm Thìn,Canh Tý,Tiểu Hàn,Bình,khong,Tất,tinh-toan,
1901-01-15,1901-01-15,25,11,1900,khong,Quý Tỵ,Canh Tý,Tiểu Hàn,Định,co,Chủy,tinh-toan,
1901-01-16,1901-01-16,26,11,1900,khong,Giáp Ngọ,Canh Tý,Tiểu Hàn,Chấp,khong,Sâm,tinh-toan,
1901-01-17,1901-01-17,27,11,1900,khong,Ất Mùi,Canh Tý,Tiểu Hàn,Phá,khong,Tỉnh,tinh-toan,
1901-01-18,1901-01-18,28,11,1900,khong,Bính Thân,Canh Tý,Tiểu Hàn,Nguy,co,Quỷ,tinh-toan,
1901-01-19,1901-01-19,29,11,1900,khong,Đinh Dậu,Canh Tý,Tiểu Hàn,Thành,khong,Liễu,tinh-toan,
1901-01-20,1901-01-20,1,12,1900,khong,Mậu Tuất,Canh Tý,Tiểu Hàn,Thu,co,Tinh,tinh-toan,
1901-01-21,1901-01-21,2,12,1900,khong,Kỷ Hợi,Canh Tý,Đại Hàn,Khai,co,Trương,tinh-toan,
1901-01-22,1901-01-22,3,12,1900,khong,Canh Tý,Canh Tý,Đại Hàn,Bế,khong,Dực,tinh-toan,
1901-01-23,1901-01-23,4,12,1900,khong,Tân Sửu,Canh Tý,Đại Hàn,Kiến,khong,Chẩn,tinh-toan,
1901-01-24,1901-01-24,5,12,1900,khong,Nhâm Dần,Canh Tý,Đại Hàn,Trừ,co,Giác,tinh-toan,
1901-01-25,1901-01-25,6,12,1900,khong,Quý Mão,Canh Tý,Đại Hàn,Mãn,co,Cang,tinh-toan,
1901-01-26,1901-01-26,7,12,1900,khong,Giáp Thìn,Canh Tý,Đại Hàn,Bình,khong,Đê,tinh-toan,
1901-01-27,1901-01-27,8,12,1900,khong,Ất Tỵ,Canh Tý,Đại Hàn,Định,co,Phòng,tinh-toan,
1901-01-28,1901-01-28,9,12,1900,khong,Bính Ngọ,Canh Tý,Đại Hàn,Chấp,khong,Tâm,tinh-toan,
1901-01-29,1901-01-29,10,12,1900,khong,Đinh Mùi,Canh Tý,Đại Hàn,Phá,khong,Vĩ,tinh-toan,
1901-01-30,1901-01-30,11,12,1900,khong,Mậu Thân,Canh Tý,Đại Hàn,Nguy,co,Cơ,tinh-toan,
1901-01-31,1901-01-31,12,12,1900,khong,Kỷ Dậu,Canh Tý,Đại Hàn,Thành,khong,Đẩu,tinh-toan,
1901-02-01,1901-02-01,13,12,1900,khong,Canh Tuất,Canh Tý,Đại Hàn,Thu,co,Ngưu,tinh-toan,
1901-02-02,1901-02-02,14,12,1900,khong,Tân Hợi,Canh Tý,Đại Hàn,Khai,co,Nữ,tinh-toan,
1901-02-03,1901-02-03,15,12,1900,khong,Nhâm Tý,Canh Tý,Đại Hàn,Bế,khong,Hư,tinh-toan,
1901-02-04,1901-02-04,16,12,1900,khong,Quý Sửu,Canh Tý,Đại Hàn,Kiến,khong,Nguy,tinh-toan,
1901-02-05,1901-02-05,17,12,1900,khong,Giáp Dần,Canh Tý,Lập Xuân,Kiến,khong,Thất,tinh-toan,
1901-02-06,1901-02-06,18,12,1900,khong,Ất Mão,Canh Tý,Lập Xuân,Trừ,khong,Bích,tinh-toan,
1901-02-07,1901-02-07,19,12,1900,khong,Bính Thìn,Canh Tý,Lập Xuân,Mãn,co,Khuê,tinh-toan,
1901-02-08,1901-02-08,20,12,1900,khong,Đinh Tỵ,Canh Tý,Lập Xuân,Bình,co,Lâu,tinh-toan,
1901-02-09,1901-02-09,21,12,1900,khong,Mậu Ngọ,Canh Tý,Lập Xuân,Định,khong,Vị,tinh-toan,
1901-02-10,1901-02-10,22,12,1900,khong,Kỷ Mùi,Canh Tý,Lập Xuân,Chấp,co,Mão,tinh-toan,
1901-02-11,1901-02-11,23,12,1900,khong,Canh Thân,Canh Tý,Lập Xuân,Phá,khong,Tất,tinh-toan,
1901-02-12,1901-02-12,24,12,1900,khong,Tân Dậu,Canh Tý,Lập Xuân,Nguy,khong,Chủy,tinh-toan,
