id,nam_sinh,gioi_tinh,cung_phi,que_menh,nhom_menh,huong_tot,huong_xau,nguon,ghi_chu
1900-nam,1900,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2072-nam,2072,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2072-nu,2072,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2073-nam,2073,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2073-nu,2073,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2074-nam,2074,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2074-nu,2074,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2075-nam,2075,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2075-nu,2075,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2076-nam,2076,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2076-nu,2076,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2077-nam,2077,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2077-nu,2077,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2078-nam,2078,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2078-nu,2078,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2079-nam,2079,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2079-nu,2079,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2080-nam,2080,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2080-nu,2080,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2081-nam,2081,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2081-nu,2081,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2082-nam,2082,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2082-nu,2082,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2083-nam,2083,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2083-nu,2083,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2084-nam,2084,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2084-nu,2084,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2085-nam,2085,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2085-nu,2085,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2086-nam,2086,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2086-nu,2086,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2087-nam,2087,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2087-nu,2087,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2088-nam,2088,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2088-nu,2088,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2089-nam,2089,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2089-nu,2089,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2090-nam,2090,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2090-nu,2090,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2091-nam,2091,Nam,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2091-nu,2091,Nữ,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2092-nam,2092,Nam,7,Đoài,tay_tu_menh,Tây Bắc (Sinh Khí); Tây Nam (Thiên Y); Đông Bắc (Diên Niên); Tây (Phục Vị),Bắc (Họa Hại); Đông (Lục Sát); Nam (Ngũ Quỷ); Đông Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2092-nu,2092,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2093-nam,2093,Nam,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2093-nu,2093,Nữ,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2094-nam,2094,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2094-nu,2094,Nữ,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2095-nam,2095,Nam,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2095-nu,2095,Nữ,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2096-nam,2096,Nam,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2096-nu,2096,Nữ,3,Chấn,dong_tu_menh,Nam (Sinh Khí); Bắc (Thiên Y); Đông Nam (Diên Niên); Đông (Phục Vị),Tây Nam (Họa Hại); Đông Bắc (Lục Sát); Tây Bắc (Ngũ Quỷ); Tây (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2097-nam,2097,Nam,2,Khôn,tay_tu_menh,Đông Bắc (Sinh Khí); Tây (Thiên Y); Tây Bắc (Diên Niên); Tây Nam (Phục Vị),Đông (Họa Hại); Nam (Lục Sát); Đông Nam (Ngũ Quỷ); Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2097-nu,2097,Nữ,4,Tốn,dong_tu_menh,Bắc (Sinh Khí); Nam (Thiên Y); Đông (Diên Niên); Đông Nam (Phục Vị),Tây Bắc (Họa Hại); Tây (Lục Sát); Tây Nam (Ngũ Quỷ); Đông Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2098-nam,2098,Nam,1,Khảm,dong_tu_menh,Đông Nam (Sinh Khí); Đông (Thiên Y); Nam (Diên Niên); Bắc (Phục Vị),Tây (Họa Hại); Tây Bắc (Lục Sát); Đông Bắc (Ngũ Quỷ); Tây Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2098-nu,2098,Nữ,8,Cấn,tay_tu_menh,Tây Nam (Sinh Khí); Tây Bắc (Thiên Y); Tây (Diên Niên); Đông Bắc (Phục Vị),Nam (Họa Hại); Đông Nam (Lục Sát); Bắc (Ngũ Quỷ); Đông (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2099-nam,2099,Nam,9,Ly,dong_tu_menh,Đông (Sinh Khí); Đông Nam (Thiên Y); Bắc (Diên Niên); Nam (Phục Vị),Đông Bắc (Họa Hại); Tây Nam (Lục Sát); Tây (Ngũ Quỷ); Tây Bắc (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
2099-nu,2099,Nữ,6,Càn,tay_tu_menh,Tây (Sinh Khí); Đông Bắc (Thiên Y); Tây Nam (Diên Niên); Tây Bắc (Phục Vị),Đông Nam (Họa Hại); Bắc (Lục Sát); Đông (Ngũ Quỷ); Nam (Tuyệt Mệnh),Bát Trạch Minh Cảnh,
