id,nam,ten,ten_en,kinh_do,ngay_bat_dau,gio,phut,sat_nua_dem,nguon,ghi_chu
1911-08,1911,Đại Thử,Major Heat,120,1911-07-24,7,17,khong,tinh-toan,
1911-09,1911,Lập Thu,Start of Autumn,135,1911-08-08,23,35,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1911-10,1911,Xử Thử,End of Heat,150,1911-08-24,14,2,khong,tinh-toan,
1911-11,1911,Bạch Lộ,White Dew,165,1911-09-09,2,1,khong,tinh-toan,
1911-12,1911,Thu Phân,Autumnal Equinox,180,1911-09-24,11,6,khong,tinh-toan,
1911-13,1911,Hàn Lộ,Cold Dew,195,1911-10-09,17,1,khong,tinh-toan,
1911-14,1911,Sương Giáng,Frost Descent,210,1911-10-24,19,47,khong,tinh-toan,
1911-15,1911,Lập Đông,Start of Winter,225,1911-11-08,19,34,khong,tinh-toan,
1911-16,1911,Tiểu Tuyết,Minor Snow,240,1911-11-23,16,47,khong,tinh-toan,
1911-17,1911,Đại Tuyết,Major Snow,255,1911-12-08,11,57,khong,tinh-toan,
1911-18,1911,Đông Chí,Winter Solstice,270,1911-12-23,5,47,khong,tinh-toan,
1912-19,1912,Tiểu Hàn,Minor Cold,285,1912-01-06,23,0,khong,tinh-toan,
1912-20,1912,Đại Hàn,Major Cold,300,1912-01-21,16,25,khong,tinh-toan,
1912-21,1912,Lập Xuân,Start of Spring,315,1912-02-05,10,47,khong,tinh-toan,
1912-22,1912,Vũ Thủy,Rain Water,330,1912-02-20,6,52,khong,tinh-toan,
1912-23,1912,Kinh Trập,Awakening of Insects,345,1912-03-06,5,14,khong,tinh-toan,
1912-00,1912,Xuân Phân,Vernal Equinox,0,1912-03-21,6,25,khong,tinh-toan,
1912-01,1912,Thanh Minh,Clear and Bright,15,1912-04-05,10,40,khong,tinh-toan,
1912-02,1912,Cốc Vũ,Grain Rain,30,1912-04-20,18,6,khong,tinh-toan,
1912-03,1912,Lập Hạ,Start of Summer,45,1912-05-06,4,37,khong,tinh-toan,
1912-04,1912,Tiểu Mãn,Grain Buds,60,1912-05-21,17,51,khong,tinh-toan,
1912-05,1912,Mang Chủng,Grain in Ear,75,1912-06-06,9,16,khong,tinh-toan,
1912-06,1912,Hạ Chí,Summer Solstice,90,1912-06-22,2,10,khong,tinh-toan,
1912-07,1912,Tiểu Thử,Minor Heat,105,1912-07-07,19,44,khong,tinh-toan,
1912-08,1912,Đại Thử,Major Heat,120,1912-07-23,13,5,khong,tinh-toan,
1912-09,1912,Lập Thu,Start of Autumn,135,1912-08-08,5,22,khong,tinh-toan,
1912-10,1912,Xử Thử,End of Heat,150,1912-08-23,19,50,khong,tinh-toan,
1912-11,1912,Bạch Lộ,White Dew,165,1912-09-08,7,50,khong,tinh-toan,
1912-12,1912,Thu Phân,Autumnal Equinox,180,1912-09-23,16,54,khong,tinh-toan,
1912-13,1912,Hàn Lộ,Cold Dew,195,1912-10-08,22,50,khong,tinh-toan,
1912-14,1912,Sương Giáng,Frost Descent,210,1912-10-24,1,36,khong,tinh-toan,
1912-15,1912,Lập Đông,Start of Winter,225,1912-11-08,1,23,khong,tinh-toan,
1912-16,1912,Tiểu Tuyết,Minor Snow,240,1912-11-22,22,36,khong,tinh-toan,
1912-17,1912,Đại Tuyết,Major Snow,255,1912-12-07,17,47,khong,tinh-toan,
1912-18,1912,Đông Chí,Winter Solstice,270,1912-12-22,11,37,khong,tinh-toan,
1913-19,1913,Tiểu Hàn,Minor Cold,285,1913-01-06,4,50,khong,tinh-toan,
1913-20,1913,Đại Hàn,Major Cold,300,1913-01-20,22,15,khong,tinh-toan,
1913-21,1913,Lập Xuân,Start of Spring,315,1913-02-04,16,37,khong,tinh-toan,
1913-22,1913,Vũ Thủy,Rain Water,330,1913-02-19,12,41,khong,tinh-toan,
1913-23,1913,Kinh Trập,Awakening of Insects,345,1913-03-06,11,3,khong,tinh-toan,
1913-00,1913,Xuân Phân,Vernal Equinox,0,1913-03-21,12,14,khong,tinh-toan,
1913-01,1913,Thanh Minh,Clear and Bright,15,1913-04-05,16,29,khong,tinh-toan,
1913-02,1913,Cốc Vũ,Grain Rain,30,1913-04-20,23,55,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1913-03,1913,Lập Hạ,Start of Summer,45,1913-05-06,10,26,khong,tinh-toan,
1913-04,1913,Tiểu Mãn,Grain Buds,60,1913-05-21,23,39,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1913-05,1913,Mang Chủng,Grain in Ear,75,1913-06-06,15,4,khong,tinh-toan,
1913-06,1913,Hạ Chí,Summer Solstice,90,1913-06-22,7,58,khong,tinh-toan,
1913-07,1913,Tiểu Thử,Minor Heat,105,1913-07-08,1,32,khong,tinh-toan,
1913-08,1913,Đại Thử,Major Heat,120,1913-07-23,18,53,khong,tinh-toan,
1913-09,1913,Lập Thu,Start of Autumn,135,1913-08-08,11,10,khong,tinh-toan,
1913-10,1913,Xử Thử,End of Heat,150,1913-08-24,1,38,khong,tinh-toan,
1913-11,1913,Bạch Lộ,White Dew,165,1913-09-08,13,38,khong,tinh-toan,
1913-12,1913,Thu Phân,Autumnal Equinox,180,1913-09-23,22,43,khong,tinh-toan,
1913-13,1913,Hàn Lộ,Cold Dew,195,1913-10-09,4,38,khong,tinh-toan,
1913-14,1913,Sương Giáng,Frost Descent,210,1913-10-24,7,24,khong,tinh-toan,
1913-15,1913,Lập Đông,Start of Winter,225,1913-11-08,7,12,khong,tinh-toan,
1913-16,1913,Tiểu Tuyết,Minor Snow,240,1913-11-23,4,25,khong,tinh-toan,
1913-17,1913,Đại Tuyết,Major Snow,255,1913-12-07,23,37,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1913-18,1913,Đông Chí,Winter Solstice,270,1913-12-22,17,26,khong,tinh-toan,
1914-19,1914,Tiểu Hàn,Minor Cold,285,1914-01-06,10,40,khong,tinh-toan,
1914-20,1914,Đại Hàn,Major Cold,300,1914-01-21,4,4,khong,tinh-toan,
1914-21,1914,Lập Xuân,Start of Spring,315,1914-02-04,22,26,khong,tinh-toan,
1914-22,1914,Vũ Thủy,Rain Water,330,1914-02-19,18,31,khong,tinh-toan,
1914-23,1914,Kinh Trập,Awakening of Insects,345,1914-03-06,16,53,khong,tinh-toan,
1914-00,1914,Xuân Phân,Vernal Equinox,0,1914-03-21,18,3,khong,tinh-toan,
1914-01,1914,Thanh Minh,Clear and Bright,15,1914-04-05,22,17,khong,tinh-toan,
1914-02,1914,Cốc Vũ,Grain Rain,30,1914-04-21,5,43,khong,tinh-toan,
1914-03,1914,Lập Hạ,Start of Summer,45,1914-05-06,16,14,khong,tinh-toan,
1914-04,1914,Tiểu Mãn,Grain Buds,60,1914-05-22,5,28,khong,tinh-toan,
1914-05,1914,Mang Chủng,Grain in Ear,75,1914-06-06,20,52,khong,tinh-toan,
1914-06,1914,Hạ Chí,Summer Solstice,90,1914-06-22,13,46,khong,tinh-toan,
1914-07,1914,Tiểu Thử,Minor Heat,105,1914-07-08,7,19,khong,tinh-toan,
1914-08,1914,Đại Thử,Major Heat,120,1914-07-24,0,41,khong,tinh-toan,
1914-09,1914,Lập Thu,Start of Autumn,135,1914-08-08,16,58,khong,tinh-toan,
1914-10,1914,Xử Thử,End of Heat,150,1914-08-24,7,26,khong,tinh-toan,
1914-11,1914,Bạch Lộ,White Dew,165,1914-09-08,19,26,khong,tinh-toan,
1914-12,1914,Thu Phân,Autumnal Equinox,180,1914-09-24,4,31,khong,tinh-toan,
1914-13,1914,Hàn Lộ,Cold Dew,195,1914-10-09,10,27,khong,tinh-toan,
1914-14,1914,Sương Giáng,Frost Descent,210,1914-10-24,13,13,khong,tinh-toan,
1914-15,1914,Lập Đông,Start of Winter,225,1914-11-08,13,2,khong,tinh-toan,
1914-16,1914,Tiểu Tuyết,Minor Snow,240,1914-11-23,10,15,khong,tinh-toan,
1914-17,1914,Đại Tuyết,Major Snow,255,1914-12-08,5,26,khong,tinh-toan,
1914-18,1914,Đông Chí,Winter Solstice,270,1914-12-22,23,15,khong,tinh-toan,
1915-19,1915,Tiểu Hàn,Minor Cold,285,1915-01-06,16,29,khong,tinh-toan,
1915-20,1915,Đại Hàn,Major Cold,300,1915-01-21,9,54,khong,tinh-toan,
1915-21,1915,Lập Xuân,Start of Spring,315,1915-02-05,4,16,khong,tinh-toan,
1915-22,1915,Vũ Thủy,Rain Water,330,1915-02-20,0,20,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1915-23,1915,Kinh Trập,Awakening of Insects,345,1915-03-06,22,42,khong,tinh-toan,
1915-00,1915,Xuân Phân,Vernal Equinox,0,1915-03-21,23,51,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1915-01,1915,Thanh Minh,Clear and Bright,15,1915-04-06,4,7,khong,tinh-toan,
1915-02,1915,Cốc Vũ,Grain Rain,30,1915-04-21,11,32,khong,tinh-toan,
1915-03,1915,Lập Hạ,Start of Summer,45,1915-05-06,22,2,khong,tinh-toan,
1915-04,1915,Tiểu Mãn,Grain Buds,60,1915-05-22,11,16,khong,tinh-toan,
1915-05,1915,Mang Chủng,Grain in Ear,75,1915-06-07,2,40,khong,tinh-toan,
1915-06,1915,Hạ Chí,Summer Solstice,90,1915-06-22,19,34,khong,tinh-toan,
1915-07,1915,Tiểu Thử,Minor Heat,105,1915-07-08,13,7,khong,tinh-toan,
1915-08,1915,Đại Thử,Major Heat,120,1915-07-24,6,29,khong,tinh-toan,
1915-09,1915,Lập Thu,Start of Autumn,135,1915-08-08,22,46,khong,tinh-toan,
1915-10,1915,Xử Thử,End of Heat,150,1915-08-24,13,14,khong,tinh-toan,
1915-11,1915,Bạch Lộ,White Dew,165,1915-09-09,1,14,khong,tinh-toan,
1915-12,1915,Thu Phân,Autumnal Equinox,180,1915-09-24,10,20,khong,tinh-toan,
1915-13,1915,Hàn Lộ,Cold Dew,195,1915-10-09,16,16,khong,tinh-toan,
1915-14,1915,Sương Giáng,Frost Descent,210,1915-10-24,19,2,khong,tinh-toan,
1915-15,1915,Lập Đông,Start of Winter,225,1915-11-08,18,51,khong,tinh-toan,
1915-16,1915,Tiểu Tuyết,Minor Snow,240,1915-11-23,16,4,khong,tinh-toan,
1915-17,1915,Đại Tuyết,Major Snow,255,1915-12-08,11,16,khong,tinh-toan,
1915-18,1915,Đông Chí,Winter Solstice,270,1915-12-23,5,5,khong,tinh-toan,
1916-19,1916,Tiểu Hàn,Minor Cold,285,1916-01-06,22,18,khong,tinh-toan,
1916-20,1916,Đại Hàn,Major Cold,300,1916-01-21,15,43,khong,tinh-toan,
1916-21,1916,Lập Xuân,Start of Spring,315,1916-02-05,10,5,khong,tinh-toan,
1916-22,1916,Vũ Thủy,Rain Water,330,1916-02-20,6,9,khong,tinh-toan,
1916-23,1916,Kinh Trập,Awakening of Insects,345,1916-03-06,4,31,khong,tinh-toan,
1916-00,1916,Xuân Phân,Vernal Equinox,0,1916-03-21,5,41,khong,tinh-toan,
1916-01,1916,Thanh Minh,Clear and Bright,15,1916-04-05,9,55,khong,tinh-toan,
1916-02,1916,Cốc Vũ,Grain Rain,30,1916-04-20,17,20,khong,tinh-toan,
1916-03,1916,Lập Hạ,Start of Summer,45,1916-05-06,3,50,khong,tinh-toan,
1916-04,1916,Tiểu Mãn,Grain Buds,60,1916-05-21,17,4,khong,tinh-toan,
1916-05,1916,Mang Chủng,Grain in Ear,75,1916-06-06,8,28,khong,tinh-toan,
1916-06,1916,Hạ Chí,Summer Solstice,90,1916-06-22,1,21,khong,tinh-toan,
1916-07,1916,Tiểu Thử,Minor Heat,105,1916-07-07,18,55,khong,tinh-toan,
1916-08,1916,Đại Thử,Major Heat,120,1916-07-23,12,17,khong,tinh-toan,
1916-09,1916,Lập Thu,Start of Autumn,135,1916-08-08,4,35,khong,tinh-toan,
1916-10,1916,Xử Thử,End of Heat,150,1916-08-23,19,2,khong,tinh-toan,
1916-11,1916,Bạch Lộ,White Dew,165,1916-09-08,7,2,khong,tinh-toan,
1916-12,1916,Thu Phân,Autumnal Equinox,180,1916-09-23,16,8,khong,tinh-toan,
1916-13,1916,Hàn Lộ,Cold Dew,195,1916-10-08,22,5,khong,tinh-toan,
1916-14,1916,Sương Giáng,Frost Descent,210,1916-10-24,0,52,khong,tinh-toan,
1916-15,1916,Lập Đông,Start of Winter,225,1916-11-08,0,40,khong,tinh-toan,
1916-16,1916,Tiểu Tuyết,Minor Snow,240,1916-11-22,21,54,khong,tinh-toan,
1916-17,1916,Đại Tuyết,Major Snow,255,1916-12-07,17,5,khong,tinh-toan,
1916-18,1916,Đông Chí,Winter Solstice,270,1916-12-22,10,55,khong,tinh-toan,
1917-19,1917,Tiểu Hàn,Minor Cold,285,1917-01-06,4,8,khong,tinh-toan,
1917-20,1917,Đại Hàn,Major Cold,300,1917-01-20,21,33,khong,tinh-toan,
1917-21,1917,Lập Xuân,Start of Spring,315,1917-02-04,15,55,khong,tinh-toan,
1917-22,1917,Vũ Thủy,Rain Water,330,1917-02-19,11,59,khong,tinh-toan,
1917-23,1917,Kinh Trập,Awakening of Insects,345,1917-03-06,10,20,khong,tinh-toan,
1917-00,1917,Xuân Phân,Vernal Equinox,0,1917-03-21,11,30,khong,tinh-toan,
1917-01,1917,Thanh Minh,Clear and Bright,15,1917-04-05,15,44,khong,tinh-toan,
1917-02,1917,Cốc Vũ,Grain Rain,30,1917-04-20,23,9,khong,tinh-toan,
1917-03,1917,Lập Hạ,Start of Summer,45,1917-05-06,9,39,khong,tinh-toan,
1917-04,1917,Tiểu Mãn,Grain Buds,60,1917-05-21,22,52,khong,tinh-toan,
1917-05,1917,Mang Chủng,Grain in Ear,75,1917-06-06,14,16,khong,tinh-toan,
1917-06,1917,Hạ Chí,Summer Solstice,90,1917-06-22,7,10,khong,tinh-toan,
1917-07,1917,Tiểu Thử,Minor Heat,105,1917-07-08,0,44,khong,tinh-toan,
1917-08,1917,Đại Thử,Major Heat,120,1917-07-23,18,4,khong,tinh-toan,
1917-09,1917,Lập Thu,Start of Autumn,135,1917-08-08,10,23,khong,tinh-toan,
1917-10,1917,Xử Thử,End of Heat,150,1917-08-24,0,51,khong,tinh-toan,
1917-11,1917,Bạch Lộ,White Dew,165,1917-09-08,12,51,khong,tinh-toan,
1917-12,1917,Thu Phân,Autumnal Equinox,180,1917-09-23,21,57,khong,tinh-toan,
1917-13,1917,Hàn Lộ,Cold Dew,195,1917-10-09,3,54,khong,tinh-toan,
1917-14,1917,Sương Giáng,Frost Descent,210,1917-10-24,6,41,khong,tinh-toan,
1917-15,1917,Lập Đông,Start of Winter,225,1917-11-08,6,29,khong,tinh-toan,
1917-16,1917,Tiểu Tuyết,Minor Snow,240,1917-11-23,3,43,khong,tinh-toan,
1917-17,1917,Đại Tuyết,Major Snow,255,1917-12-07,22,54,khong,tinh-toan,
1917-18,1917,Đông Chí,Winter Solstice,270,1917-12-22,16,44,khong,tinh-toan,
1918-19,1918,Tiểu Hàn,Minor Cold,285,1918-01-06,9,57,khong,tinh-toan,
1918-20,1918,Đại Hàn,Major Cold,300,1918-01-21,3,22,khong,tinh-toan,
1918-21,1918,Lập Xuân,Start of Spring,315,1918-02-04,21,45,khong,tinh-toan,
1918-22,1918,Vũ Thủy,Rain Water,330,1918-02-19,17,48,khong,tinh-toan,
1918-23,1918,Kinh Trập,Awakening of Insects,345,1918-03-06,16,10,khong,tinh-toan,
1918-00,1918,Xuân Phân,Vernal Equinox,0,1918-03-21,17,19,khong,tinh-toan,
1918-01,1918,Thanh Minh,Clear and Bright,15,1918-04-05,21,33,khong,tinh-toan,
1918-02,1918,Cốc Vũ,Grain Rain,30,1918-04-21,4,58,khong,tinh-toan,
1918-03,1918,Lập Hạ,Start of Summer,45,1918-05-06,15,27,khong,tinh-toan,
1918-04,1918,Tiểu Mãn,Grain Buds,60,1918-05-22,4,40,khong,tinh-toan,
1918-05,1918,Mang Chủng,Grain in Ear,75,1918-06-06,20,4,khong,tinh-toan,
1918-06,1918,Hạ Chí,Summer Solstice,90,1918-06-22,12,58,khong,tinh-toan,
1918-07,1918,Tiểu Thử,Minor Heat,105,1918-07-08,6,31,khong,tinh-toan,
1918-08,1918,Đại Thử,Major Heat,120,1918-07-23,23,52,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1918-09,1918,Lập Thu,Start of Autumn,135,1918-08-08,16,11,khong,tinh-toan,
1918-10,1918,Xử Thử,End of Heat,150,1918-08-24,6,39,khong,tinh-toan,
1918-11,1918,Bạch Lộ,White Dew,165,1918-09-08,18,39,khong,tinh-toan,
1918-12,1918,Thu Phân,Autumnal Equinox,180,1918-09-24,3,46,khong,tinh-toan,
1918-13,1918,Hàn Lộ,Cold Dew,195,1918-10-09,9,42,khong,tinh-toan,
1918-14,1918,Sương Giáng,Frost Descent,210,1918-10-24,12,29,khong,tinh-toan,
1918-15,1918,Lập Đông,Start of Winter,225,1918-11-08,12,18,khong,tinh-toan,
1918-16,1918,Tiểu Tuyết,Minor Snow,240,1918-11-23,9,32,khong,tinh-toan,
1918-17,1918,Đại Tuyết,Major Snow,255,1918-12-08,4,44,khong,tinh-toan,
1918-18,1918,Đông Chí,Winter Solstice,270,1918-12-22,22,33,khong,tinh-toan,
1919-19,1919,Tiểu Hàn,Minor Cold,285,1919-01-06,15,47,khong,tinh-toan,
1919-20,1919,Đại Hàn,Major Cold,300,1919-01-21,9,12,khong,tinh-toan,
1919-21,1919,Lập Xuân,Start of Spring,315,1919-02-05,3,34,khong,tinh-toan,
1919-22,1919,Vũ Thủy,Rain Water,330,1919-02-19,23,37,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1919-23,1919,Kinh Trập,Awakening of Insects,345,1919-03-06,21,59,khong,tinh-toan,
1919-00,1919,Xuân Phân,Vernal Equinox,0,1919-03-21,23,8,khong,tinh-toan,
1919-01,1919,Thanh Minh,Clear and Bright,15,1919-04-06,3,21,khong,tinh-toan,
1919-02,1919,Cốc Vũ,Grain Rain,30,1919-04-21,10,47,khong,tinh-toan,
1919-03,1919,Lập Hạ,Start of Summer,45,1919-05-06,21,15,khong,tinh-toan,
1919-04,1919,Tiểu Mãn,Grain Buds,60,1919-05-22,10,28,khong,tinh-toan,
1919-05,1919,Mang Chủng,Grain in Ear,75,1919-06-07,1,52,khong,tinh-toan,
1919-06,1919,Hạ Chí,Summer Solstice,90,1919-06-22,18,46,khong,tinh-toan,
1919-07,1919,Tiểu Thử,Minor Heat,105,1919-07-08,12,19,khong,tinh-toan,
1919-08,1919,Đại Thử,Major Heat,120,1919-07-24,5,41,khong,tinh-toan,
1919-09,1919,Lập Thu,Start of Autumn,135,1919-08-08,21,59,khong,tinh-toan,
1919-10,1919,Xử Thử,End of Heat,150,1919-08-24,12,27,khong,tinh-toan,
1919-11,1919,Bạch Lộ,White Dew,165,1919-09-09,0,28,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1919-12,1919,Thu Phân,Autumnal Equinox,180,1919-09-24,9,34,khong,tinh-toan,
1919-13,1919,Hàn Lộ,Cold Dew,195,1919-10-09,15,31,khong,tinh-toan,
1919-14,1919,Sương Giáng,Frost Descent,210,1919-10-24,18,18,khong,tinh-toan,
1919-15,1919,Lập Đông,Start of Winter,225,1919-11-08,18,8,khong,tinh-toan,
1919-16,1919,Tiểu Tuyết,Minor Snow,240,1919-11-23,15,22,khong,tinh-toan,
1919-17,1919,Đại Tuyết,Major Snow,255,1919-12-08,10,33,khong,tinh-toan,
1919-18,1919,Đông Chí,Winter Solstice,270,1919-12-23,4,23,khong,tinh-toan,
1920-19,1920,Tiểu Hàn,Minor Cold,285,1920-01-06,21,37,khong,tinh-toan,
1920-20,1920,Đại Hàn,Major Cold,300,1920-01-21,15,1,khong,tinh-toan,
1920-21,1920,Lập Xuân,Start of Spring,315,1920-02-05,9,24,khong,tinh-toan,
1920-22,1920,Vũ Thủy,Rain Water,330,1920-02-20,5,27,khong,tinh-toan,
1920-23,1920,Kinh Trập,Awakening of Insects,345,1920-03-06,3,48,khong,tinh-toan,
1920-00,1920,Xuân Phân,Vernal Equinox,0,1920-03-21,4,57,khong,tinh-toan,
1920-01,1920,Thanh Minh,Clear and Bright,15,1920-04-05,9,10,khong,tinh-toan,
1920-02,1920,Cốc Vũ,Grain Rain,30,1920-04-20,16,35,khong,tinh-toan,
1920-03,1920,Lập Hạ,Start of Summer,45,1920-05-06,3,3,khong,tinh-toan,
1920-04,1920,Tiểu Mãn,Grain Buds,60,1920-05-21,16,16,khong,tinh-toan,
1920-05,1920,Mang Chủng,Grain in Ear,75,1920-06-06,7,40,khong,tinh-toan,
1920-06,1920,Hạ Chí,Summer Solstice,90,1920-06-22,0,33,khong,tinh-toan,
1920-07,1920,Tiểu Thử,Minor Heat,105,1920-07-07,18,7,khong,tinh-toan,
1920-08,1920,Đại Thử,Major Heat,120,1920-07-23,11,29,khong,tinh-toan,
1920-09,1920,Lập Thu,Start of Autumn,135,1920-08-08,3,46,khong,tinh-toan,
1920-10,1920,Xử Thử,End of Heat,150,1920-08-23,18,15,khong,tinh-toan,
1920-11,1920,Bạch Lộ,White Dew,165,1920-09-08,6,16,khong,tinh-toan,
1920-12,1920,Thu Phân,Autumnal Equinox,180,1920-09-23,15,23,khong,tinh-toan,
1920-13,1920,Hàn Lộ,Cold Dew,195,1920-10-08,21,20,khong,tinh-toan,
1920-14,1920,Sương Giáng,Frost Descent,210,1920-10-24,0,8,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1920-15,1920,Lập Đông,Start of Winter,225,1920-11-07,23,57,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1920-16,1920,Tiểu Tuyết,Minor Snow,240,1920-11-22,21,11,khong,tinh-toan,
1920-17,1920,Đại Tuyết,Major Snow,255,1920-12-07,16,22,khong,tinh-toan,
1920-18,1920,Đông Chí,Winter Solstice,270,1920-12-22,10,13,khong,tinh-toan,
1921-19,1921,Tiểu Hàn,Minor Cold,285,1921-01-06,3,26,khong,tinh-toan,
1921-20,1921,Đại Hàn,Major Cold,300,1921-01-20,20,51,khong,tinh-toan,
1921-21,1921,Lập Xuân,Start of Spring,315,1921-02-04,15,13,khong,tinh-toan,
1921-22,1921,Vũ Thủy,Rain Water,330,1921-02-19,11,16,khong,tinh-toan,
1921-23,1921,Kinh Trập,Awakening of Insects,345,1921-03-06,9,37,khong,tinh-toan,
1921-00,1921,Xuân Phân,Vernal Equinox,0,1921-03-21,10,46,khong,tinh-toan,
1921-01,1921,Thanh Minh,Clear and Bright,15,1921-04-05,14,59,khong,tinh-toan,
1921-02,1921,Cốc Vũ,Grain Rain,30,1921-04-20,22,24,khong,tinh-toan,
1921-03,1921,Lập Hạ,Start of Summer,45,1921-05-06,8,52,khong,tinh-toan,
1921-04,1921,Tiểu Mãn,Grain Buds,60,1921-05-21,22,4,khong,tinh-toan,
1921-05,1921,Mang Chủng,Grain in Ear,75,1921-06-06,13,28,khong,tinh-toan,
1921-06,1921,Hạ Chí,Summer Solstice,90,1921-06-22,6,21,khong,tinh-toan,
1921-07,1921,Tiểu Thử,Minor Heat,105,1921-07-07,23,55,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1921-08,1921,Đại Thử,Major Heat,120,1921-07-23,17,16,khong,tinh-toan,
1921-09,1921,Lập Thu,Start of Autumn,135,1921-08-08,9,35,khong,tinh-toan,
1921-10,1921,Xử Thử,End of Heat,150,1921-08-24,0,3,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1921-11,1921,Bạch Lộ,White Dew,165,1921-09-08,12,5,khong,tinh-toan,
1921-12,1921,Thu Phân,Autumnal Equinox,180,1921-09-23,21,11,khong,tinh-toan,
1921-13,1921,Hàn Lộ,Cold Dew,195,1921-10-09,3,9,khong,tinh-toan,
1921-14,1921,Sương Giáng,Frost Descent,210,1921-10-24,5,57,khong,tinh-toan,
1921-15,1921,Lập Đông,Start of Winter,225,1921-11-08,5,46,khong,tinh-toan,
1921-16,1921,Tiểu Tuyết,Minor Snow,240,1921-11-23,3,0,khong,tinh-toan,
1921-17,1921,Đại Tuyết,Major Snow,255,1921-12-07,22,12,khong,tinh-toan,
1921-18,1921,Đông Chí,Winter Solstice,270,1921-12-22,16,2,khong,tinh-toan,
1922-19,1922,Tiểu Hàn,Minor Cold,285,1922-01-06,9,16,khong,tinh-toan,
1922-20,1922,Đại Hàn,Major Cold,300,1922-01-21,2,41,khong,tinh-toan,
1922-21,1922,Lập Xuân,Start of Spring,315,1922-02-04,21,3,khong,tinh-toan,
1922-22,1922,Vũ Thủy,Rain Water,330,1922-02-19,17,5,khong,tinh-toan,
1922-23,1922,Kinh Trập,Awakening of Insects,345,1922-03-06,15,26,khong,tinh-toan,
1922-00,1922,Xuân Phân,Vernal Equinox,0,1922-03-21,16,35,khong,tinh-toan,
1922-01,1922,Thanh Minh,Clear and Bright,15,1922-04-05,20,48,khong,tinh-toan,
1922-02,1922,Cốc Vũ,Grain Rain,30,1922-04-21,4,12,khong,tinh-toan,
1922-03,1922,Lập Hạ,Start of Summer,45,1922-05-06,14,40,khong,tinh-toan,
1922-04,1922,Tiểu Mãn,Grain Buds,60,1922-05-22,3,53,khong,tinh-toan,
1922-05,1922,Mang Chủng,Grain in Ear,75,1922-06-06,19,16,khong,tinh-toan,
1922-06,1922,Hạ Chí,Summer Solstice,90,1922-06-22,12,9,khong,tinh-toan,
1922-07,1922,Tiểu Thử,Minor Heat,105,1922-07-08,5,43,khong,tinh-toan,
1922-08,1922,Đại Thử,Major Heat,120,1922-07-23,23,4,khong,tinh-toan,
1922-09,1922,Lập Thu,Start of Autumn,135,1922-08-08,15,23,khong,tinh-toan,
1922-10,1922,Xử Thử,End of Heat,150,1922-08-24,5,51,khong,tinh-toan,
1922-11,1922,Bạch Lộ,White Dew,165,1922-09-08,17,53,khong,tinh-toan,
1922-12,1922,Thu Phân,Autumnal Equinox,180,1922-09-24,3,0,khong,tinh-toan,
1922-13,1922,Hàn Lộ,Cold Dew,195,1922-10-09,8,58,khong,tinh-toan,
1922-14,1922,Sương Giáng,Frost Descent,210,1922-10-24,11,45,khong,tinh-toan,
1922-15,1922,Lập Đông,Start of Winter,225,1922-11-08,11,35,khong,tinh-toan,
1922-16,1922,Tiểu Tuyết,Minor Snow,240,1922-11-23,8,50,khong,tinh-toan,
1922-17,1922,Đại Tuyết,Major Snow,255,1922-12-08,4,1,khong,tinh-toan,
1922-18,1922,Đông Chí,Winter Solstice,270,1922-12-22,21,52,khong,tinh-toan,
1923-19,1923,Tiểu Hàn,Minor Cold,285,1923-01-06,15,6,khong,tinh-toan,
1923-20,1923,Đại Hàn,Major Cold,300,1923-01-21,8,30,khong,tinh-toan,
1923-21,1923,Lập Xuân,Start of Spring,315,1923-02-05,2,52,khong,tinh-toan,
1923-22,1923,Vũ Thủy,Rain Water,330,1923-02-19,22,55,khong,tinh-toan,
1923-23,1923,Kinh Trập,Awakening of Insects,345,1923-03-06,21,16,khong,tinh-toan,
1923-00,1923,Xuân Phân,Vernal Equinox,0,1923-03-21,22,24,khong,tinh-toan,
1923-01,1923,Thanh Minh,Clear and Bright,15,1923-04-06,2,36,khong,tinh-toan,
