id,nam,cung,cung_en,hoang_kinh,ngay_vao_cung,gio,phut,sat_nua_dem,nguon,ghi_chu
2049-150,2049,Xử Nữ,Virgo,150,2049-08-22,22,45,khong,tinh-toan,
2049-180,2049,Thiên Bình,Libra,180,2049-09-22,20,41,khong,tinh-toan,
2049-210,2049,Bọ Cạp,Scorpio,210,2049-10-23,6,21,khong,tinh-toan,
2049-240,2049,Nhân Mã,Sagittarius,240,2049-11-22,4,14,khong,tinh-toan,
2049-270,2049,Ma Kết,Capricorn,270,2049-12-21,17,45,khong,tinh-toan,
2050-300,2050,Bảo Bình,Aquarius,300,2050-01-20,4,25,khong,tinh-toan,
2050-330,2050,Song Ngư,Pisces,330,2050-02-18,18,25,khong,tinh-toan,
2050-000,2050,Bạch Dương,Aries,0,2050-03-20,17,9,khong,tinh-toan,
2050-030,2050,Kim Ngưu,Taurus,30,2050-04-20,3,51,khong,tinh-toan,
2050-060,2050,Song Tử,Gemini,60,2050-05-21,2,41,khong,tinh-toan,
2050-090,2050,Cự Giải,Cancer,90,2050-06-21,10,26,khong,tinh-toan,
2050-120,2050,Sư Tử,Leo,120,2050-07-22,21,19,khong,tinh-toan,
2050-150,2050,Xử Nữ,Virgo,150,2050-08-23,4,32,khong,tinh-toan,
2050-180,2050,Thiên Bình,Libra,180,2050-09-23,2,29,khong,tinh-toan,
2050-210,2050,Bọ Cạp,Scorpio,210,2050-10-23,12,10,khong,tinh-toan,
2050-240,2050,Nhân Mã,Sagittarius,240,2050-11-22,10,3,khong,tinh-toan,
2050-270,2050,Ma Kết,Capricorn,270,2050-12-21,23,34,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày vào cung
